pid,rating_average,reviews_count,item,price,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,category
174605332.0,4.9,17,Tủ Sách Đời Người: Truyện Cổ Nước Nam (Tập 2) - Quyển Hạ: Muông Chim,84800.0,OMEGA PLUS+,2022-04-01 00:00:00,14 x 20.5 cm,Bìa mềm,300.0,sách nước ngoài
174842858.0,4.9,92,Sức Mạnh Của Ngôn Từ (Tái Bản 2022),80000.0,FIRST NEWS,2022-01-01 00:00:00,14.5x20.5 cm,Bìa mềm,312.0,sách tiếng việt
175176401.0,0.0,0,NHÀ GIẢ KIM - ẤN BẢN BÌA CỨNG KỶ NIỆM – cuốn sách bán chạy nhất mọi thời đại – NHÃ NAM ,168000.0,Nhã Nam,,,,,sách nhật bản
175445464.0,0.0,0,Sách Bí Ẩn Của Lịch Sử Mysteries In History - Bách khoa toàn thư,328300.0,Công ty cổ phần đầu tư và phát triển giáo dục quốc tế Á Châu,2021-04-15 08:34:11,,Bìa cứng,256.0,sách lịch sử
175458321.0,0.0,0,Sách Lật Mở Tương Tác - SÁCH ÂM THANH: Âm Thanh Các Loài Vật Quanh Em + Poster An Toàn Cho Bé (Sách kích thích não bộ của trẻ),191500.0,Đinh Tị,,,,,sách trẻ em
175811914.0,0.0,0,Sách: Cho Đi Và Nhận Lại - Nghệ Thuật Xây Dựng Mối Quan Hệ Nơi Công Sở ,52600.0,Minh Long,2022-04-16 14:45:25,,Bìa mềm,216.0,sách
175811972.0,0.0,0,tiểu sử ANDERSEN – CHUYỆN ĐỜI TÔI – ĐĂNG THƯ dịch – OMEGA PLUS,288000.0,OMEGA PLUS+,,,,,tiểu sử
176009277.0,0.0,0,HÀ ÂN - bộ 3 tác phẩm tiểu thuyết lịch sử (bìa cứng) - TRĂNG NƯỚC CHƯƠNG DƯƠNG - NGƯỜI  THĂNG LONG - KHÚC KHẢI HOÀN DANG DỞ,438000.0,Nhà Xuất Bản Kim Đồng,,,,,tiểu sử
176056522.0,0.0,0,Combo 2Q: Cây Cam Ngọt Của Tôi + Nếu Biết Trăm Năm Là Hữu Hạn (Sách Thức Tỉnh Trái Tim/Nhận Thức Cuộc Sống),251500.0,Nhiều công ty phát hành,,,,,sách nước ngoài
176112425.0,0.0,0,Sách Khám Phá Bí Ẩn Không Gian - Hành Trình Xuyên Không Gian Khám Phá Vũ Trụ Với Nhiều Hình Ảnh Đặc Sắc,321000.0,Công ty cổ phần đầu tư và phát triển giáo dục quốc tế Á Châu,2022-04-20 10:00:17,,Bìa cứng,200.0,sách bí ẩn
176352287.0,0.0,0,"Combo 7 cuốn Tủ Sách Đời Người - Truyện: Kiều, Cổ Nước Nam (Tập 1,2 ), Ngụ ngôn Aesop, Cổ dân gian Nga + Thơ Ngụ Ngôn + Gia Lễ Chỉ Nam",626400.0,Omega Plus,2022-04-20 11:36:36,,Bìa mềm,,sách nước ngoài
176715399.0,0.0,0,Combo 2 cuốn:  Ikigai - Bí Mật Sống Trường Thọ Và Hạnh Phúc Của Người Nhật+ Ikigai - Đi Tìm Lý Do Thức Dậy Mỗi Sáng (Sách Kỹ Năng Sống An Nhiên Tự Tại Tĩnh Lặng / Tản Văn Hay Giải Phóng Tâm Hồn)/Tặng Kèm Bookmark,162000.0,Nhiều công ty phát hành,,,,,sách kĩ năng sống
176774404.0,0.0,0,Thần Chú Trong Phật Giáo - Tái Bản,190000.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,,sách tôn giáo
176811047.0,0.0,0,Sự Nghiệp Và Thiên Tình Sử Của Một Quý Ông Tương Lai - Bìa Cứng ( Bộ Tiểu Thuyết “CƠN BÃO CUỐI CÙNG“ ),134000.0,CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG CHÚ LỬNG MẬT,2022-03-02 23:32:14,,Bìa cứng,184.0,tiểu sử
176824204.0,4.8,74,Tinh Hoa Kinh Tế Học (Tái Bản),472000.0,Viện Quản lý PACE,2022-01-01 00:00:00,19 x 27.5 cm,Bìa cứng,780.0,sách kinh tế
176854208.0,0.0,0, Tạp chí HARPER'S BAZAAR Tháng 05/2022,64000.0, Accord Publishing,,,Bìa cứng,164.0,tạp chí
176909230.0,4.9,61,Từ Ngày Mai Hãy Làm Người Hạnh Phúc,89600.0,Skynovel,2022-01-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,280.0,sách văn học
177321527.0,5.0,18,Cường Quốc Trong Tương Lai,95100.0,OMEGA PLUS+,2022-04-04 00:00:00,14x20.5cm,Bìa mềm,280.0,sách kinh tế
177528854.0,0.0,0,Bộ tiểu thuyết CƠN BÃO CUỐI CÙNG,2162000.0,CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG CHÚ LỬNG MẬT,2022-03-02 23:59:46,,Bìa cứng,,sách tiểu thuyết
177564112.0,4.7,24,Cẩm Nang Tư Duy Phản Biện &amp; Lập Luận Hiệu Quả,128000.0,NXB Tổng Hợp TP. HCM,2021-01-01 00:00:00,15x23cm,Bìa mềm,351.0,sách tư duy
177731432.0,0.0,0,"Giáo Trình Luật Hành Chính Việt Nam (Dùng trong các trương đại học chuyên ngành Luật, Quản lý hành chính)",37840.0,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,,,Bìa mềm,256.0,sách chính trị
177754259.0,0.0,0,Sách 2030: Những Xu Hướng Lớn Sẽ Định Hình Thế Giới Tương Lai (Tái bản năm 2022),209000.0,Phương Nam Book,,,Bìa mềm,360.0,sách
177782663.0,0.0,0,Combo 2Q: Thay Đổi Một Suy Nghĩ Thay Đổi cả Cuộc Đời + Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời (Sách Cuộc Sống/ Đánh Thức Trái Tim),218500.0,Nhiều công ty phát hành,2022-02-26 22:48:37,,Bìa mềm,,sách kĩ năng sống
177860562.0,0.0,0,Ánh Chớp Tư Duy (Tái bản 2022),132000.0,FIRST NEWS,,,,,sách tư duy
177974216.0,0.0,0,Bộ Đồng Dao Thiếu Nhi 6 Cuốn Dành Cho Bé,150000.0,Nhà Sách Trí Đức,,,Bìa mềm,,sách thiếu nhi
177974840.0,0.0,0,Sách - Giác ngộ - OSHO - 1980BOOKS,90350.0,1980 Books,,,Bìa mềm,280.0,sách tôn giáo
178093083.0,0.0,0,Sách Giáo Khoa Bộ Lớp 12 - Sách Bài Tập (Bộ 11 Cuốn) (2022),164000.0,Nhà xuất bản Giáo Dục,,,,,sách giáo khoa
178093093.0,0.0,0,Sách Giáo Khoa Bộ Lớp 2 - Chân Trời Sáng Tạo - Sách Bài Học (Bộ 10 Cuốn) (2022),179000.0,Nhà xuất bản Giáo Dục,,,,,sách giáo khoa
178093095.0,0.0,0,Sách Giáo Khoa Bộ Lớp 9 - Sách Bài Tập (Bộ 7 Cuốn) (2022),92000.0,Nhà xuất bản Giáo Dục,,,,,sách giáo khoa
178093104.0,0.0,0,Sách Giáo Khoa Bộ Lớp 12 - Sách Bài Học (Bộ 14 Cuốn) (2022),180000.0,Nhà xuất bản Giáo Dục,,,,,sách giáo khoa
178093133.0,0.0,0,Sách Giáo Khoa Bộ Lớp 2 - Cánh Diều - Sách Bài Tập (Bộ 11 Cuốn) (2022),159000.0,CÔNG TY CỔ PHẦN ĐẦU TƯ XUẤT BẢN - THIẾT BỊ GIÁO DỤC VIỆT NAM - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH,,,,,sách giáo khoa
178240500.0,4.8,54,Đường Gia Tiểu Miêu,128000.0,Đinh Tị,2022-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,460.0,tiểu sử
178831315.0,0.0,0,VBT Giáo Dục Công Dân 6 (Cánh Diều),27000.0,CÔNG TY CỔ PHẦN ĐẦU TƯ XUẤT BẢN - THIẾT BỊ GIÁO DỤC VIỆT NAM - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH,,,,,sách giáo khoa
178831633.0,0.0,0,Gió Lạnh Đầu Mùa - Tập Truyện Ngắn (Tái Bản 2022),47000.0,Minh Long,,,,,truyện ngắn
179058019.0,0.0,0,Sách Nếu Biết Trăm Năm Là Hữu Hạn (Tái bản năm 2022),159000.0,Phương Nam,,,Bìa mềm,496.0,sách nhật bản
179058899.0,0.0,0,Sách - Osho Chính Trực - 1980Books,103350.0,1980 Books,,,Bìa mềm,320.0,sách tôn giáo
179059376.0,0.0,0,SÁCH Cuộc Hành Hương Nội Tại 1980BOOKS,109850.0,1980 Books,,,Bìa mềm,364.0,sách tôn giáo
179064444.0,0.0,0,THẾ GIỚI PHẬT GIÁO - ấn bản bìa da in 500c – Thaihabooks,2500000.0,Thái Hà Book,,,,,sách tôn giáo
179072700.0,0.0,0,Sách Giáo Khoa Bộ Lớp 6 - Cánh Diều - Sách Bài Học (Bộ 13 Cuốn) (2022) + 2 Cuộn Bao Sách TP,295000.0,Công Ty TNHH Xuất Bản Phương Đông,,,,,sách giáo khoa
179120637.0,0.0,0,Sách Quyền Lực Biển - Lịch Sử Và Địa Chính Trị Của Các Đại Dương Trên Thế Giới - BẢN QUYỀN,185000.0,Alpha Books,,,Bìa mềm,404.0,sách lịch sử
179158542.0,0.0,0,Lê Minh Khuê Tuyển Tập Truyện Ngắn,157500.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,Bìa mềm,520.0,truyện ngắn
179206738.0,0.0,0,"Combo 2Q: Dear, Darling + Cảm Ơn Anh Đã Đánh Mất Em (Tặng Kèm Bookmark) (Bộ Sách Mạnh Mẽ Đi Qua Nỗi Buồn Và Vẹn Tròn Tình Cảm)",140000.0,Nhiều công ty phát hành,,,,,sách tình cảm
179211099.0,0.0,0,Sách- Combo sách lớp 9 toán văn anh và lý hóa,194000.0,CÔNG TY TNHH WE UP,,,,,sách giáo khoa
179216695.0,0.0,0,Tạp chí Nội Thất 317 (Tháng 04-2022),34500.0,Công ty TNHH Truyền Thông Nguyễn Văn Vinh,2022-04-01 17:00:20,,Bìa mềm,76.0,tạp chí
179218534.0,0.0,0,Tạp chí Nội Thất 318 (Tháng 05-2022),34500.0,Công ty TNHH Truyền Thông Nguyễn Văn Vinh,2022-05-01 17:04:33,,Bìa mềm,76.0,tạp chí
179231911.0,0.0,0,Truyện Ngắn Nguyễn Huy Thiệp (Bìa Cứng Xanh Lá),398000.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,Bìa cứng,569.0,truyện ngắn
179445734.0,0.0,0,Combo 2Q: Thần Số Học - Làm Chủ Cuộc Đời +Tâm Lý Học Ứng Dụng / Sách tư duy thay đổi cuộc sống/ (Tặng kèm Bookmark Happy Life)&nbsp;,251500.0,Nhiều công ty phát hành,,,,,sách tư duy
179546070.0,4.9,103,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Của Linh Hồn Và Năng Lượng Chữa Lành Cơ Thể Từ Bên Trong,64500.0,1980 Books,2022-04-01 00:00:00,13 x 19 cm,Bìa mềm,264.0,sách tiếng việt
179546078.0,4.8,66,Luật Hấp Dẫn - Quy Luật Về Sức Mạnh Tâm Trí Và Phát Huy Năng Lượng Tích Cực Để Làm Chủ Định Mệnh,69500.0,1980 Books,2022-04-01 00:00:00,13 x 19 cm,Bìa mềm,272.0,sách tiếng việt
179546672.0,4.9,99,Làm Sao Học Hết Được Nhân Sinh,127000.0,Nhã Nam,2022-01-01 00:00:00,14x20.5 cm,Bìa mềm,292.0,sách tiếng việt
179584168.0,0.0,0,Tạp chí HARPER’S BAZAAR Tháng 05/22 - Bìa 3,64000.0, Accord Publishing,,,Bìa cứng,164.0,tạp chí
179735872.0,4.8,176,Sách Tâm Lý Dành Cho Người Nhạy Cảm,66750.0,Shinebooks,2022-01-01 00:00:00,13 x 19 cm,Bìa mềm,176.0,sách
179795401.0,0.0,0,Combo Danh Nhân Thế Giới (5Q -  Sách Thiếu Nhi / Tự Truyện Các Vĩ Nhân Thiên Tài Thay Đổi Cuộc Sống ) + Tặng Poster An Toàn cho Con Yêu,149650.0, NXB Kim Đồng,2021-09-18 19:24:26,,Bìa mềm,,sách thiếu nhi
179912823.0,0.0,0,Combo Nghệ Thuật: Đánh cắp ý tưởng + PR bản thân,128700.0,Alphabooks,,,Bìa mềm,,sách viến tưởng
179952621.0,4.9,141,Hành Trình Tarot (Tái Bản 2022),111750.0,Asbooks,2022-05-20 00:00:00,13x20.5cm,Bìa mềm,240.0,sách tiếng việt
180226005.0,5.0,24,English Grammar In Use - 136 Đề Mục Ngữ Pháp Tiếng Anh (Bản Màu),125000.0,Nhà sách Minh Thắng,2022-04-04 00:00:00,17 x 24 cm,Bìa mềm,600.0,sách tiếng anh
180230974.0,4.9,23,Kim [Tác Phẩm Chọn Lọc - Văn Học Anh],161000.0,NXB Kim Đồng,2022-05-19 00:00:00,16 x 24 cm,Bìa cứng,356.0,sách văn học
180396223.0,0.0,0,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People)- Tặng sổ tay,205000.0,PACE,,,Bìa cứng,536.0,sách
180591105.0,0.0,0,"Combo 2 cuốn Tư Duy Kĩ Năng Sống Hay: Điềm Tĩnh Và Nóng Giận+ Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh/ Rèn luyện kĩ năng, thay đổi cuộc đời/ Tặng Bookmark Happy Life ",157000.0,Nhiều công ty phát hành,,,,,sách kĩ năng sống
180602507.0,0.0,0,Sách - Quyền lực biển Lịch sử và địa chính trị của các đại dương trên thế giới,174200.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,,sách lịch sử
180749888.0,0.0,0,Tiếng Anh 1 - Sách Bài Tập (Global Success) (2022),35000.0,Cty Phương Nam,,,,,sách giáo khoa
180866183.0,0.0,0,Combo 2 cuốn Tư Duy Kĩ Năng Sống Hay: Ngôn Từ Thay Đổi Tư Duy+ Sức Mạnh Của Ngôn Từ  (Tái Bản/ Tặng Bookmark Happy Life,269500.0,Nhiều công ty phát hành,,,,,sách tư duy
180868201.0,0.0,0,COMBO 2 cuốn sách: Rèn Luyện Tư Duy Phản Biện + Không Bao Giờ Ngừng Chạy ( Tái bản) ( sách tư duy - kĩ năng sống),194500.0,Nhiều công ty phát hành,,,,,sách tư duy
181249003.0,0.0,0,Sách Combo 2 Quyển Tiểu Thuyết: Dẫu Hóa Linh Hồn Xin Hãy Ở Bên Tôi + Một Thoáng Ta Rực Rỡ Ở Nhân Gian ,207500.0,Nhiều công ty phát hành,,,,,sách tiểu thuyết
181453319.0,0.0,0,MOBY DICK CÁ VOI TRẮNG – Herman Melville – bìa cứng – Hugo Nguyễn dịch – ấn bản kỷ niệm 65 năm thành lập NXB Kim Đồng – tủ sách Tác phẩm chọn lọc,286000.0, NXB Kim Đồng,,,Bìa cứng,732.0,sách nhật bản
181453928.0,0.0,0,Sách Sổ Tay Tiếng Anh 10 Mai Lan Hương,21000.0,Zenbooks,,,Bìa mềm,,sách tiếng anh
181454005.0,0.0,0,Sách - Ôn Luyện Tiếng Anh 9 (Không Đáp Án) - Mai Lan Hương,42750.0,Zenbooks,,,Bìa mềm,,sách tiếng anh
181454038.0,0.0,0,Sách - Bài Tập Trắc Nghiệm Tiếng Anh 8 (Có Đáp Án) - Mai Lan Hương,36000.0,Zenbooks,,,Bìa mềm,,sách tiếng anh
181673835.0,0.0,0,KIM – Rudyard Kipling – bìa cứng – Xuân Hồng dịch – ấn bản kỷ niệm 65 năm thành lập NXB Kim Đồng – tủ sách Tác phẩm chọn lọc,178000.0, NXB Kim Đồng,,,Bìa cứng,365.0,sách nước ngoài
181698921.0,0.0,0,TẠP CHÍ WANDERLUST TIPS THÁNG 5.2022,75000.0,Nhà Xuất Bản Thế Giới,2022-05-05 11:02:22,,Bìa mềm,156.0,tạp chí
181809042.0,0.0,0,Thế Nào Và Tại Sao - Vũ Trụ - Những Bí Ẩn Của Không Gian (Tái Bản),75000.0,Tân Việt,,,,,sách bí ẩn
181915285.0,5.0,4,Tủ Sách Vàng - Tác Phẩm Chọn Lọc Dành Cho Thiếu Nhi: Chân Trời Cũ,44900.0,NXB Kim Đồng,2022-01-01 00:00:00,13x19 cm,Bìa mềm,172.0,sách thiếu nhi
181915292.0,5.0,3,Tủ Sách Vàng - Tác Phẩm Chọn Lọc Dành Cho Thiếu Nhi: Miền Quê Thơ Ấu,28900.0,NXB Kim Đồng,2022-01-01 00:00:00,13x19 cm,Bìa mềm,100.0,sách thiếu nhi
181915296.0,4.6,8,Tủ Sách Vàng - Tác Phẩm Chọn Lọc Dành Cho Thiếu Nhi: Mái Trường Thân Yêu,49000.0,NXB Kim Đồng,2022-01-01 00:00:00,13x19 cm,Bìa mềm,252.0,sách thiếu nhi
181938622.0,0.0,0,Bộ 4 tác phẩm Mario Puzo - Những chuyện ly kỳ bên ngoài thế giới ngầm (Cuốn Lẻ và Combo),120000.0,Công Ty Cổ Phần Văn Hóa Đông A,2022-05-19 15:12:44,,Bìa mềm,,sách nước ngoài
181938686.0,0.0,0,"Combo Sách Kỹ Năng, Tuyệt Chiêu Làm Giàu: Chiến Thắng Con Quỷ Trong Bạn + Think And Grow Rich - 13 Nguyên Tắc Nghĩ Giàu Làm Giàu (Bộ 2 Cuốn)",173250.0,Thái Hà,,,,,sách kĩ năng sống
182104473.0,0.0,0,Combo sách Kỹ Năng Sống Hay: Buông Bỏ Buồn Buông (Tái Bản)+Kiếp Người - Vĩnh Cửu Và Vô Thường  / Nghệ Thuật Sống Đẹp/ Tặng Kèm Bookmark Happy Life,159500.0,Nhiều công ty phát hành,,,,,sách kĩ năng sống
182300742.0,0.0,0,"Sách - Ngôn Tình - Nắm Nhầm Một Bàn Tay, Tìm Được Người Như Ý",99000.0,Đinh Tị,,,,,sách tình cảm
182300753.0,0.0,0,Sách-Bách khoa tri thức về khám phá thế giới cho trẻ em,55000.0,Đinh Tị,,,,,sách trẻ em
182300967.0,0.0,0,Sách - Truyện ngôn tình Chân trời góc bể (Tái bản 2020) - Diệp Lạc Vô Tâm,90000.0,Đinh Tị,,,,,sách tình cảm
182319748.0,0.0,0,Vở bài tập nâng cao toán lớp 3 - tập 1 bám sát sách giáo khoa kết nối tri thức với cuộc sống ( bc),31500.0,Nhà Sách Hồng Ân,2022-05-04 22:30:46,,Bìa mềm,110.0,sách giáo khoa
182320688.0,0.0,0, Vở Bài Tập Nâng Cao Toán Lớp 3 - Tập 2 Bám Sát Sách giáo Khoa Kết Nối Tri Thức Với Cuộc Sống,31500.0,Nhà Sách Hồng Ân,2022-05-04 22:47:55,,Bìa mềm,110.0,sách giáo khoa
182464517.0,0.0,0,Combo sách Rèn Luyện Kĩ Năng Sống Hay: Đừng Bao Giờ Từ Bỏ Ước Mơ+ Đời Ngắn Đừng Ngủ Dài (Tái Bản)/ Tặng Bookmark Happy Life,129500.0,Nhiều công ty phát hành,,,,,sách kĩ năng sống
182465306.0,0.0,0,Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành TN Khách Hàng,194000.0,Alphabooks,2022-05-10 11:05:19,,Bìa cứng,,sách kinh tế
182480871.0,0.0,0,The Experience Economy: Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành Trải Nghiệm Khách Hàng,209000.0,Alphabooks,2022-05-23 00:40:24,,Bìa cứng,324.0,sách kinh tế
182728418.0,0.0,0,Combo 2 cuốn sách Jesse Livermore - Nhà đầu tư chứng khoán vĩ đại - 1980books,245700.0,1980 Books,,,Bìa mềm,,sách viến tưởng
182736915.0,5.0,17,Combo 3 Cuốn Sách: Cuộc Hành Hương Nội Tại - Chính Trực - Giác Ngộ,280200.0,1980 Books,2022-05-05 00:00:00,13 x 20.5 cm,Bìa mềm,964.0,sách
182851149.0,0.0,0,Tiếng Anh Lớp 8 - Tập 2 (Sách Học Sinh),35000.0,Cty Phương Nam,,,,,sách giáo khoa
183377462.0,0.0,0,Truyện thiếu nhi: Bộ Sách Hồng  - Combo 13 cuốn - Quà 1/6 cho các bé ,196620.0,Công ty cổ phần đầu tư phát triển Trường Phương,2022-05-24 00:02:22,,Bìa mềm,633.0,sách thiếu nhi
183502979.0,0.0,0,Combo 2 cuốn sách Tư Duy - Kĩ Năng Sống : Rèn Luyện Tư Duy Phản Biện + Trí Tuệ Nội Tâm,165500.0,Nhiều công ty phát hành,,,,,sách tư duy
183538934.0,0.0,0,Bài Tập Tiếng Việt 1 - Tập 1 (Theo Chương Trình Giáo Dục Phổ Thông 2018),28000.0,Nhà xuất bản Giáo dục Việt Nam,,,,,sách giáo khoa
183538983.0,0.0,0,Siêu Nhí Biết Tuốt! - 101 Những Bí Ẩn Kích Thích Tò Mò Của Các Bạn Nhỏ Siêu Nhí Biết Tuốt! - 101 Những Bí Ẩn Kích Thích Tò Mò Của Các Bạn,175000.0,Nhà Xuất Bản Hà Nội,,,,,sách bí ẩn
183702836.0,0.0,0,Sách Non-fiction tiếng Anh: Sapiens a brief history of humainkind,341200.0,Vintage Publishing,,,Bìa mềm,,sách tiếng anh
184070274.0,0.0,0,Sách - Ta Là Cái Đó - Kiệt tác tâm linh của bậc thầy chứng ngộ người Ấn Độ,360000.0,Nhà Xuất Bản Hồng Đức,2022-02-10 00:18:35,,Bìa cứng,744.0,sách tôn giáo
184095576.0,4.9,15,65 Bài Thơ Hay Dành Cho Thiếu Nhi,147000.0,NXB Kim Đồng,2022-05-05 00:00:00,18 x 25 cm,Bìa cứng,140.0,sách thiếu nhi
184095579.0,5.0,9,65 Truyện Ngắn Hay Dành Cho Thiếu Nhi,439000.0,NXB Kim Đồng,2022-05-05 00:00:00,18 x 25 cm,Bìa cứng,584.0,sách thiếu nhi
184119831.0,0.0,0,500 Bài Toán Chọn Lọc Lớp 10 (Dùng Chung Cho Các Bộ Sách Giáo Khoa Hiện Hành),56000.0,Nhà Sách Hồng Ân,,,Bìa mềm,240.0,sách giáo khoa
184223798.0,0.0,0,Sách Thiền là một nhành hoa,119700.0,Công ty cổ phần đầu tư và phát triển giáo dục quốc tế Á Châu,2022-05-31 09:41:32,,Bìa mềm,360.0,sách tôn giáo
184466860.0,4.8,902,Hành Tinh Của Một Kẻ Nghĩ Nhiều,62100.0,Bloom Books,2022-06-01 00:00:00,13x17 cm,Bìa mềm,184.0,sách tiếng việt
184592599.0,0.0,0,Tạp chí Nội Thất 319 (Tháng 6-2022),34500.0,Công ty TNHH Truyền Thông Nguyễn Văn Vinh,2022-06-01 10:20:16,,Bìa mềm,76.0,tạp chí
184634318.0,5.0,4,"Ăn Sạch Sống Xanh, Tâm Lành Trí Khoẻ",103820.0,1980 Books,2022-06-06 00:00:00,16 x 24 cm,Bìa mềm,336.0,sách
184673149.0,0.0,0,Tạp chí Forbes Việt Nam - Số 106 (Tháng 06.2022) - Danh sách 50 Công ty Niêm yết tốt nhất 2022 - Danh sách lần thứ mười,95000.0,Forbes Việt Nam,2022-06-06 00:00:00,,Bìa mềm,250.0,tạp chí
184765615.0,0.0,0,Tạp chí Kiến Trúc và Đời Sống số 192 (Tháng 6.2022),35800.0,Công ty TNHH Không Gian Sống Media,,,Bìa mềm,,tạp chí
184783182.0,0.0,0,Ma Sói Hành Quyết (Tiểu Thuyết),140000.0,Tinh Văn,,,,350.0,tiểu sử
184787602.0,4.9,9,Cuộc cách mạng rau sạch,74000.0,Thái Hà,2022-05-01 00:00:00,14x20.5cm,,188.0,sách
184830427.0,4.4,7,Việt Nam Phật Giáo Sử Luận (Bộ 3 Cuốn) (Tái bản lần 1),513000.0,Phương Nam Book,2022-01-01 00:00:00,16 x 24 cm,Bìa mềm,,sách tôn giáo
184879860.0,0.0,0,Combo Tiểu Thuyết Ngôn Tình Lãng Mạn: Từng Có Người Yêu Tôi Như Sinh Mệnh +Định Mệnh Dưới Mưa/ Tặng Bookmark ,299500.0,Nhiều công ty phát hành,,,,,sách tiểu thuyết
184886563.0,0.0,0,"Sách - OSHO Cảm Xúc - Chuyển Hoá Nỗi Sợ Hãi, Giận Dữ Và Ghen Tuông Thành Năng Lượng Sáng Tạo - Emotional Wellness",139000.0,First News - Trí Việt,2022-05-01 11:26:10,,Bìa gập,407.0,sách kĩ năng sống
184904555.0,0.0,0,Trọn Bộ 12 Cuốn Sách Giáo Khoa Lớp 3 (Kết nối tri thức với cuộc sống,183000.0,Công ty cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,2022-03-10 19:48:54,,Bìa mềm,1205.0,sách giáo khoa
184939184.0,0.0,0,Sách Phong Cách Đàm Phán Ngoại Giao - Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,70000.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,182.0,sách chính trị
184945527.0,0.0,0,Sách Tài Liệu Bồi Dưỡng Lý Luận Chính Trị Dành Cho Đảng Viên Mới (Xuất Bản Lần Thứ 20 Có Sửa Đổi Bổ Sung) - NXB Chính Trị Quốc Gia Sự Thật,60000.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,282.0,sách chính trị
185005771.0,0.0,0,Tủ Sách Vàng - Tác Phẩm Chọn Lọc Dành Cho Thiếu Nhi: Mái Trường Thân Yêu,66500.0,Nhà Xuất Bản Kim Đồng,,,,,sách thiếu nhi
185024834.0,0.0,0,Trần Triều nhàn thoại – Truyện ngắn dã sử,85000.0,Công Ty TNHH Sách Và Truyền Thông Việt Nam,,,,286.0,truyện ngắn
185104325.0,0.0,0,[bìa cứng sách artbook] KÝ MỘNG – Nguyễn Du – NIAYU minh họa - ấn bản kỷ niệm 65 năm thành lập NXB Kim Đồng,143000.0,Kim Đồng,,,Bìa cứng,70.0,sách nhật bản
185247807.0,0.0,0,[Ấn bản S365 bìa da microfiber] MAHABHARATA BẰNG HÌNH – THIÊN SỬ THI VĨ ĐẠI NHẤT CỦA ẤN ĐỘ - ĐÔNG A,3500000.0,Công Ty Cổ Phần Văn Hóa Đông A,2022-06-08 13:22:06,,Bìa Da,512.0,tiểu sử
185406947.0,0.0,0,Sách - Luật kế toán (Hiện hành) (NXB Chính trị quốc gia Sự thật),29100.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,,sách chính trị
185435293.0,4.9,88,Nhân Sinh Nơi Nơi Đều Là Tu Hành ( Tặng 1 Bookmark 02 mặt + 1 Sổ phụ chương khổ 12x16cm),104000.0,Blue.Books,2022-06-06 00:00:00,"14,5 x 20,5 cm",Bìa mềm,392.0,sách nước ngoài
185465485.0,4.8,8,Não Bộ Không Ngừng Tiến Hóa: Trí Thông Minh Của Bạn Đến Từ Đâu? - Tặng Kèm Bookmark,92800.0,Skybooks,2022-06-06 00:00:00,"14,5x20,5cm",Bìa mềm,408.0,sách tư duy
185625732.0,0.0,0,Sách tâm lý/kỹ năng sống tiếng Anh: The Body Keeps The Score,370300.0,Penguin Books Ltd,2015-09-24 17:24:23,,Paperback,560.0,sách tiếng anh
185630244.0,0.0,0,Sách Non-fiction tiếng Anh: Homo Deus - A Brief History of Tomorrow,375000.0,Vintage Publishing,2017-04-06 17:33:28,,Paperback,528.0,sách tiếng anh
185711205.0,0.0,0,Sách Luật chứng khoán (hiện hành) - NXB Chính Trị Quốc Gia Sự Thật Năm 2022,62000.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,196.0,sách chính trị
185781830.0,0.0,0,Tuyết - Tiểu Thuyết (Bìa Cứng),150000.0,Công ty TNHH Thư Books,2022-06-01 15:44:33,,Bìa cứng,,sách tiểu thuyết
185862474.0,0.0,0,Bộ truyện tranh Cổ Oai ơi! Tập 16-17-18,108000.0,Công ty TNHH Phòng khám Happy Baby,2022-04-15 10:12:18,,Bìa mềm,24.0,truyện tranh
